OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
23705,DRACD,5,,,,2,138.25,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
23706,PRINI,5,,,,2,378.25,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
23707,Val2 ,3,,,,2,22.0,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
23708,WHITC,8,,,,2,342.0,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
23709,DRACD,7,,,,2,87.0,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
23710,VINET,4,,,,1,197.25,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
23711,ERNSH,7,,,,2,11.5,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
23712,VINET,7,,,,3,248.0,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
23713,FRANS,4,,,,1,234.5,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
23714,HILAA,1,,,,1,389.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
23715,LAZYK,3,,,,3,330.5,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
23716,ANATR,8,,,,3,361.75,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
23717,SAVEA,5,,,,1,334.0,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
23718,PRINI,5,,,,1,440.75,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
23719,MORGK,9,,,,1,376.5,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
23720,SPLIR,1,,,,3,340.5,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
23721,HUNGC,6,,,,2,243.0,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
23722,CENTC,3,,,,2,224.75,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
23723,HUNGC,2,,,,2,321.0,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
23724,CONSH,8,,,,3,271.0,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
23725,HILAA,7,,,,2,259.5,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
23726,SEVES,5,,,,3,374.25,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
23727,WOLZA,6,,,,2,71.0,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
23728,RATTC,7,,,,3,472.5,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
23729,HUNGC,6,,,,2,450.75,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
23730,ERNSH,6,,,,1,39.0,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
23731,GREAL,9,,,,2,18.5,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
23732,ERNSH,2,,,,2,50.0,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
23733,MEREP,2,,,,3,335.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
23734,TRADH,9,,,,1,417.0,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
23735,GOURL,7,,,,1,258.0,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
23736,LAMAI,9,,,,1,309.0,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
23737,PERIC,3,,,,1,171.25,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
23738,ANATR,8,,,,2,140.75,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
23739,DRACD,1,,,,3,408.75,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
23740,COMMI,8,,,,1,443.0,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
23741,MAISD,3,,,,3,178.75,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
23742,LAZYK,6,,,,2,463.5,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
23743,FRANR,9,,,,2,155.0,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
23744,VALON,9,,,,3,309.5,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
23745,EASTC,1,,,,2,485.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
23746,FAMIA,1,,,,1,467.5,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
23747,BLONP,8,,,,2,361.75,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
23748,LAUGB,4,,,,1,192.25,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
23749,LAUGB,8,,,,1,430.25,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
23750,LINOD,7,,,,3,434.5,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
23751,GROSR,2,,,,1,249.25,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
23752,ERNSH,1,,,,1,285.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
23753,HUNGO,1,,,,2,180.0,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
23754,LEHMS,7,,,,2,49.0,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
23755,MAISD,6,,,,3,193.25,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
23756,HILAA,2,,,,1,266.75,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
23757,CHOPS,9,,,,2,268.5,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
23758,COMMI,5,,,,3,438.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
23759,QUICK,2,,,,3,176.75,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
23760,NORTS,3,,,,2,51.75,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
23761,LAMAI,4,,,,1,32.0,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
23762,DRACD,9,,,,2,144.25,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
23763,LINOD,1,,,,3,404.75,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
23764,TOMSP,1,,,,3,209.0,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
23765,BLONP,6,,,,1,217.25,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
23766,TRADH,4,,,,1,549.75,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
23767,SAVEA,5,,,,2,262.0,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
23768,TORTU,9,,,,3,154.75,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
23769,BOTTM,7,,,,3,50.0,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
23770,DRACD,6,,,,3,425.75,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
23771,Val2 ,1,,,,2,485.5,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
23772,HUNGO,1,,,,1,332.0,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
23773,FAMIA,5,,,,3,458.5,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
23774,QUEEN,6,,,,3,430.75,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
23775,FRANS,7,,,,1,337.0,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
23776,BLONP,6,,,,3,244.75,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
23777,CACTU,6,,,,3,184.5,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
23778,LEHMS,6,,,,1,474.25,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
23779,FRANK,1,,,,2,243.0,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
23780,PICCO,5,,,,2,224.5,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
23781,VAFFE,1,,,,2,453.25,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
23782,GODOS,5,,,,1,124.0,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
23783,RICAR,4,,,,1,45.5,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
23784,COMMI,6,,,,1,25.75,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
23785,TRAIH,7,,,,1,283.75,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
23786,OCEAN,7,,,,3,265.75,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
23787,BOTTM,3,,,,1,174.5,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
23788,RICSU,9,,,,3,236.5,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
23789,BOTTM,1,,,,1,271.5,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
23790,FOLIG,2,,,,2,197.0,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
23791,FOLKO,2,,,,1,263.0,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
23792,LACOR,4,,,,1,476.25,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
23793,BLAUS,2,,,,2,259.25,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
23794,BSBEV,8,,,,2,183.25,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
23795,BSBEV,5,,,,3,212.5,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
23796,PICCO,8,,,,3,115.25,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
23797,NORTS,9,,,,2,547.25,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
23798,VALON,3,,,,2,277.25,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
23799,PRINI,6,,,,2,365.25,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
23800,WANDK,7,,,,2,463.25,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
23801,ERNSH,7,,,,3,465.75,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
23802,GODOS,4,,,,2,217.5,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
23803,HUNGC,8,,,,2,377.5,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
23804,BSBEV,2,,,,1,296.5,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
23805,GROSR,1,,,,2,143.0,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
23806,SANTG,3,,,,3,482.75,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
23807,GODOS,8,,,,1,388.5,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
23808,RICAR,5,,,,3,111.0,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
23809,GREAL,4,,,,1,446.0,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
23810,SPECD,9,,,,2,219.5,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
23811,RICAR,6,,,,2,411.0,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
23812,OTTIK,9,,,,2,391.5,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
23813,SPLIR,4,,,,3,405.0,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
23814,SIMOB,2,,,,3,250.5,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
23815,WOLZA,8,,,,1,109.25,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
23816,WELLI,4,,,,2,199.25,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
23817,TRADH,3,,,,1,477.25,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
23818,MAISD,5,,,,1,56.5,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
23819,CHOPS,5,,,,1,395.25,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
23820,RICSU,3,,,,2,298.25,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
23821,SANTG,8,,,,1,105.5,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
23822,TOMSP,1,,,,3,473.75,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
23823,LETSS,6,,,,2,315.0,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
23824,QUEDE,8,,,,2,27.25,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
23825,COMMI,8,,,,1,167.5,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
23826,HUNGC,4,,,,3,47.25,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
23827,THECR,9,,,,1,134.0,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
23828,RANCH,6,,,,3,279.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
23829,WELLI,5,,,,3,177.0,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
23830,HUNGO,6,,,,3,51.5,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
23831,THEBI,3,,,,1,146.75,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
23832,PARIS,5,,,,1,96.25,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
23833,QUICK,5,,,,1,358.5,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
23834,ROMEY,7,,,,3,508.5,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
23835,DRACD,3,,,,1,47.5,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
23836,GOURL,6,,,,2,91.0,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
23837,BLONP,2,,,,1,410.25,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
23838,CENTC,2,,,,2,472.5,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
23839,DRACD,9,,,,1,406.5,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
23840,FURIB,5,,,,3,446.5,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
23841,CHOPS,3,,,,1,196.25,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
23842,COMMI,5,,,,2,107.0,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
23843,Val2 ,3,,,,3,501.0,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
23844,MORGK,2,,,,1,101.0,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
23845,RICSU,4,,,,1,24.5,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
23846,THEBI,9,,,,2,345.25,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
23847,BONAP,7,,,,3,449.75,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
23848,SAVEA,5,,,,3,133.0,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
23849,HANAR,3,,,,2,110.75,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
23850,SAVEA,6,,,,3,439.25,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
23851,RANCH,5,,,,2,320.5,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
23852,GROSR,6,,,,2,13.75,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
23853,WHITC,6,,,,1,61.25,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
23854,SPECD,5,,,,3,436.0,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
23855,PARIS,4,,,,2,173.25,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
23856,QUEDE,1,,,,2,413.0,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
23857,GROSR,9,,,,2,346.75,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
23858,BLAUS,9,,,,1,286.25,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
23859,OCEAN,6,,,,2,48.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
23860,HUNGO,8,,,,3,318.5,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
23861,GREAL,5,,,,1,77.25,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
23862,WELLI,3,,,,1,424.75,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
23863,LAMAI,8,,,,3,285.5,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
23864,SUPRD,9,,,,1,145.25,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
23865,BONAP,9,,,,3,305.0,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
23866,GROSR,9,,,,1,299.75,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
23867,GOURL,9,,,,3,186.25,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
23868,ROMEY,1,,,,3,132.25,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
23869,GROSR,5,,,,2,405.25,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
23870,MEREP,8,,,,3,525.5,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
23871,BSBEV,9,,,,3,110.0,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
23872,FRANS,5,,,,3,352.0,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
23873,ISLAT,3,,,,2,474.5,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
23874,MORGK,1,,,,3,382.5,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
23875,FURIB,4,,,,1,53.5,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
23876,HILAA,4,,,,1,397.75,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
23877,WANDK,9,,,,2,177.25,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
23878,CENTC,4,,,,3,408.25,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
23879,FRANK,5,,,,3,62.25,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
23880,PARIS,1,,,,2,447.75,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
23881,SUPRD,4,,,,2,372.5,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
23882,EASTC,6,,,,3,146.25,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
23883,CHOPS,1,,,,1,99.75,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
23884,WELLI,6,,,,1,350.75,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
23885,THEBI,6,,,,2,204.5,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
23886,BLONP,4,,,,3,310.5,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
23887,FOLKO,8,,,,3,429.0,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
23888,GREAL,2,,,,1,104.75,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
23889,LETSS,3,,,,3,75.0,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
23890,REGGC,5,,,,1,270.75,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
23891,FURIB,5,,,,1,115.5,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
23892,MAGAA,4,,,,1,489.5,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
23893,RANCH,5,,,,1,77.25,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
23894,SPLIR,4,,,,2,376.5,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
23895,BLAUS,9,,,,3,285.0,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
23896,THECR,4,,,,1,421.5,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
23897,FRANR,8,,,,1,393.5,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
23898,OTTIK,9,,,,2,256.75,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
23899,HUNGO,4,,,,3,507.0,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
23900,VAFFE,4,,,,2,194.0,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
23901,PICCO,7,,,,3,376.0,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
23902,TOMSP,4,,,,3,20.75,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
23903,RICAR,7,,,,1,88.0,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
23904,WARTH,7,,,,1,426.5,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
23905,LONEP,3,,,,2,234.75,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
23906,LILAS,5,,,,2,246.0,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
23907,GREAL,2,,,,2,405.75,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
23908,KOENE,5,,,,2,32.25,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
23909,HANAR,8,,,,2,177.75,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
23910,GREAL,8,,,,2,342.0,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
23911,PICCO,7,,,,2,404.0,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
23912,MEREP,5,,,,2,433.5,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
23913,WILMK,7,,,,1,261.75,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
23914,TRADH,2,,,,2,202.75,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
23915,SUPRD,6,,,,2,18.75,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
23916,PERIC,3,,,,2,391.25,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
23917,TRAIH,5,,,,3,127.0,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
23918,FRANK,1,,,,2,223.25,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
23919,PERIC,6,,,,1,474.0,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
23920,ANTON,3,,,,3,153.75,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
23921,QUEDE,8,,,,2,417.75,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
23922,ROMEY,3,,,,3,497.25,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
23923,FISSA,7,,,,1,110.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
23924,RANCH,1,,,,3,432.5,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
23925,GROSR,9,,,,3,27.0,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
23926,MAGAA,6,,,,3,365.25,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
23927,ANTON,1,,,,1,99.0,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
23928,GODOS,1,,,,3,166.5,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
23929,OTTIK,9,,,,2,292.75,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
23930,EASTC,2,,,,1,337.0,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
23931,LINOD,8,,,,3,179.0,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
23932,BONAP,6,,,,3,478.25,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
23933,SPECD,8,,,,2,485.0,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
23934,PERIC,4,,,,3,81.75,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
