OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
25481,DRACD,5,03-12-2020 19:29,17-12-2020 21:53,04-12-2020 00:12,2,276.5,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
25482,REGGC,3,20-11-2014 23:05,31-12-2014 03:12,29-11-2014 09:05,1,363.5,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
25483,SPECD,4,24-08-2013 21:29,10-10-2013 04:10,28-08-2013 07:01,3,280.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
25484,LETSS,6,06-08-2022 16:04,10-08-2022 06:55,14-08-2022 05:30,3,306.75,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
25485,PERIC,5,19-06-2016 03:29,02-07-2016 04:07,09-07-2016 06:42,1,415.25,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
25486,BOTTM,3,19-05-2017 12:33,08-06-2017 13:42,26-05-2017 21:03,1,352.25,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
25487,QUEEN,9,30-10-2021 08:14,09-11-2021 01:51,30-10-2021 09:38,3,95.25,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
25488,SEVES,3,30-08-2018 20:23,01-09-2018 07:05,02-09-2018 21:53,3,452,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
25489,WILMK,7,29-06-2019 02:04,29-06-2019 08:25,29-06-2019 13:47,3,202.5,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
25490,PRINI,8,27-06-2017 06:39,28-06-2017 16:55,15-07-2017 18:47,2,359.5,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
25491,BOLID,8,05-05-2015 07:10,21-05-2015 13:16,14-05-2015 20:32,3,261.25,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
25492,LINOD,1,17-12-2022 09:58,10-01-2023 22:27,25-12-2022 03:57,2,342,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
25493,BOTTM,7,27-02-2019 09:26,19-03-2019 01:55,16-03-2019 12:21,1,265.25,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
25494,Val2 ,5,11-01-2019 09:39,04-02-2019 01:24,15-01-2019 20:14,3,408.5,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
25495,VALON,7,20-10-2018 17:05,27-10-2018 19:36,22-10-2018 09:05,3,141.75,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
25496,SIMOB,8,31-03-2021 06:55,15-05-2021 22:26,01-04-2021 05:30,1,334,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
25497,ISLAT,5,30-11-2012 16:47,02-01-2013 09:08,01-12-2012 06:29,2,184.25,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
25498,GOURL,7,17-11-2021 10:42,29-12-2021 13:21,28-11-2021 09:02,3,290.5,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
25499,OCEAN,2,13-04-2015 13:11,13-05-2015 06:19,18-04-2015 18:13,3,369.5,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
25500,LETSS,6,07-09-2020 06:05,31-10-2020 15:16,26-09-2020 22:23,2,551.5,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
25501,CACTU,5,14-06-2019 11:43,27-07-2019 21:35,15-06-2019 22:50,2,21.5,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
25502,WOLZA,9,30-09-2022 10:48,17-10-2022 13:40,01-10-2022 13:07,3,51.75,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
25503,VINET,3,02-09-2013 01:00,20-10-2013 12:35,12-09-2013 17:16,3,373,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
25504,GREAL,7,06-04-2017 18:10,11-05-2017 04:57,07-04-2017 21:39,2,194,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
25505,HANAR,1,01-10-2018 08:11,13-10-2018 17:23,03-10-2018 14:24,1,147,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
25506,RICAR,4,10-07-2012 20:28,18-08-2012 18:51,15-07-2012 10:33,3,310.75,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
25507,PARIS,6,21-05-2020 03:24,13-06-2020 10:48,22-05-2020 21:10,1,311.25,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
25508,BLAUS,1,13-02-2016 23:21,20-02-2016 00:45,13-02-2016 23:27,1,513.25,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
25509,SEVES,7,02-04-2017 05:06,11-04-2017 07:03,04-04-2017 02:32,2,80.5,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
25510,WELLI,1,07-10-2016 15:31,19-10-2016 10:24,15-10-2016 07:42,2,291.25,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
25511,RICAR,3,25-03-2018 08:06,25-03-2018 21:50,25-03-2018 10:32,2,22.75,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
25512,QUEEN,7,23-04-2020 00:34,27-04-2020 23:53,08-05-2020 22:51,1,136.75,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
25513,ROMEY,2,05-12-2018 17:50,08-12-2018 12:27,06-12-2018 14:35,1,515.25,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
25514,LAMAI,1,23-07-2019 04:39,12-08-2019 01:19,25-07-2019 05:27,1,11,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
25515,HUNGC,3,29-09-2013 15:59,16-10-2013 01:59,14-10-2013 03:39,1,126.75,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
25516,ALFKI,6,13-08-2021 16:02,23-08-2021 19:47,17-08-2021 06:02,3,469.25,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
25517,LAUGB,5,18-12-2018 14:07,13-01-2019 21:22,18-12-2018 20:12,2,250,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
25518,FRANS,4,04-03-2020 15:23,28-03-2020 09:49,09-03-2020 18:05,2,221.75,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
25519,PICCO,6,05-03-2014 14:13,21-03-2014 18:42,26-03-2014 14:49,3,396.75,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
25520,EASTC,6,07-01-2019 10:29,16-01-2019 12:41,14-01-2019 00:49,3,391,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
25521,KOENE,7,27-05-2018 11:27,16-06-2018 21:36,04-06-2018 10:13,2,399.5,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
25522,ERNSH,6,15-04-2020 10:34,17-04-2020 13:34,18-04-2020 08:29,3,32,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
25523,PERIC,9,06-12-2013 16:24,28-12-2013 12:14,16-12-2013 15:52,3,449.75,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
25524,QUEDE,2,17-08-2021 17:05,15-09-2021 02:34,23-08-2021 21:30,3,237.25,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
25525,SUPRD,2,14-05-2020 06:12,08-06-2020 11:22,22-05-2020 09:45,1,160,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
25526,WELLI,6,05-04-2023 04:54,17-04-2023 12:53,26-04-2023 05:50,1,61.5,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
25527,SPLIR,1,15-10-2018 06:39,17-11-2018 02:02,20-10-2018 04:00,1,170,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
25528,BERGS,5,16-08-2020 14:16,20-09-2020 09:43,17-08-2020 14:15,3,310,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
25529,FOLIG,5,14-01-2020 02:00,19-01-2020 20:53,17-01-2020 09:49,3,126.25,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
25530,SAVEA,1,19-11-2016 11:05,16-12-2016 14:00,12-12-2016 10:03,1,223.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
25531,RICSU,9,12-10-2021 00:44,22-10-2021 08:58,14-10-2021 16:03,1,354,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
25532,NORTS,6,10-06-2023 15:34,24-07-2023 04:34,11-06-2023 13:13,1,51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
25533,TOMSP,9,16-12-2015 18:32,18-01-2016 20:51,24-12-2015 04:08,3,492,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
25534,MORGK,6,26-03-2013 16:54,04-05-2013 01:48,02-04-2013 06:07,1,195.75,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
25535,PARIS,1,29-04-2023 19:59,07-05-2023 03:34,02-05-2023 08:06,1,367,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
25536,ROMEY,6,10-05-2022 09:30,31-05-2022 15:37,11-05-2022 03:47,1,170.5,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
25537,OTTIK,2,14-12-2015 10:29,25-12-2015 05:49,17-12-2015 14:14,3,176.75,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
25538,ALFKI,7,29-01-2023 22:57,19-02-2023 09:25,01-02-2023 12:02,3,189.75,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
25539,PRINI,2,14-03-2019 21:49,23-04-2019 23:18,15-03-2019 23:42,1,121.25,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
25540,CENTC,7,29-07-2013 14:04,02-08-2013 12:58,18-08-2013 11:02,2,216,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
25541,LAUGB,7,04-12-2018 23:02,10-12-2018 04:51,24-12-2018 11:35,1,359.25,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
25542,LAUGB,3,22-06-2020 11:52,24-06-2020 17:51,13-07-2020 10:20,2,327.25,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
25543,LACOR,2,02-03-2021 15:35,07-04-2021 04:38,09-03-2021 17:14,1,326.75,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
25544,FAMIA,4,18-09-2022 13:59,04-10-2022 06:56,20-09-2022 06:01,3,182.25,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
25545,CENTC,3,22-09-2021 17:05,23-09-2021 18:33,26-09-2021 23:57,2,108.25,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
25546,SPECD,4,19-04-2016 05:11,11-05-2016 02:08,20-04-2016 01:39,1,386.25,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
25547,TRADH,8,18-04-2020 08:07,02-05-2020 09:06,04-05-2020 14:05,2,250.5,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
25548,ERNSH,6,09-06-2013 20:10,22-06-2013 11:51,24-06-2013 08:44,2,252.75,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
25549,TOMSP,5,19-07-2021 16:00,20-07-2021 16:55,06-08-2021 19:54,2,198.5,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
25550,DUMON,9,18-10-2019 14:52,29-11-2019 20:12,06-11-2019 22:47,2,209.5,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
25551,VINET,1,31-07-2020 03:31,02-08-2020 14:33,04-08-2020 08:16,2,116.25,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
25552,TORTU,4,08-02-2013 02:49,20-02-2013 05:24,11-02-2013 12:09,1,86.25,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
25553,PERIC,5,27-02-2019 10:00,25-03-2019 13:07,02-03-2019 06:03,2,313.5,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
25554,THECR,1,30-10-2019 17:44,05-11-2019 11:00,07-11-2019 17:15,1,320.75,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
25555,MEREP,6,18-04-2023 13:14,19-04-2023 12:47,30-04-2023 17:20,3,193.5,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
25556,GREAL,8,20-09-2023 13:09,16-10-2023 15:39,21-09-2023 00:33,2,410.75,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
25557,WHITC,8,21-09-2012 23:47,06-10-2012 11:02,26-09-2012 10:36,2,392.5,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
25558,ISLAT,2,06-07-2019 12:15,13-07-2019 12:42,19-07-2019 06:33,3,241.5,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
25559,GROSR,6,12-06-2023 16:50,25-06-2023 03:55,14-06-2023 08:01,2,476.75,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
25560,ANTON,8,11-01-2021 06:44,25-01-2021 02:11,18-01-2021 18:38,1,276.5,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
25561,TRAIH,9,24-04-2019 16:35,14-05-2019 21:52,20-05-2019 14:41,3,224.75,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
25562,REGGC,4,11-09-2017 00:26,24-09-2017 10:06,16-09-2017 17:25,1,182,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
25563,THECR,8,24-06-2013 13:33,11-07-2013 14:08,01-07-2013 11:24,2,454.25,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
25564,MAISD,1,16-12-2017 23:41,04-02-2018 05:28,20-12-2017 09:09,1,260.75,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
25565,BOTTM,8,23-06-2017 03:39,11-07-2017 07:08,25-06-2017 07:40,1,442,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
25566,FRANR,7,04-04-2022 02:22,10-05-2022 10:51,12-04-2022 02:35,1,378.25,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
25567,OTTIK,2,28-09-2016 01:33,17-10-2016 06:52,30-09-2016 00:18,2,361,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
25568,TRAIH,8,21-01-2021 11:10,24-01-2021 14:29,26-01-2021 16:54,3,255,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
25569,ANTON,5,29-09-2014 21:52,12-10-2014 07:29,03-10-2014 17:16,1,211.5,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
25570,ANTON,1,12-06-2014 12:28,27-06-2014 11:20,18-06-2014 04:28,2,196,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
25571,SEVES,4,29-01-2021 12:41,15-03-2021 22:07,02-02-2021 06:49,2,312.25,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
25572,WILMK,7,15-03-2014 23:32,04-05-2014 23:15,06-04-2014 13:58,3,151.75,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
25573,FISSA,7,23-08-2013 08:04,25-08-2013 21:21,24-08-2013 16:05,3,397.25,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
25574,FAMIA,3,25-09-2022 03:49,03-10-2022 05:22,26-09-2022 07:14,1,380.75,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
25575,VINET,8,31-05-2023 17:29,23-06-2023 11:49,29-06-2023 00:03,3,109.75,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
25576,LACOR,7,17-05-2022 19:56,02-06-2022 22:31,04-06-2022 18:21,3,392.5,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
25577,TOMSP,2,20-08-2022 18:57,23-08-2022 08:05,23-08-2022 00:22,3,335.75,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
25578,SIMOB,5,20-10-2016 11:20,19-11-2016 22:08,09-11-2016 16:46,3,289.5,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
25579,COMMI,6,04-04-2014 22:55,20-04-2014 06:14,11-04-2014 06:42,1,117.5,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
25580,MEREP,6,10-05-2018 09:58,01-06-2018 19:10,04-06-2018 21:34,2,341.5,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
25581,VINET,9,21-05-2021 07:24,04-06-2021 10:10,11-06-2021 20:00,3,10.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
25582,BERGS,3,23-12-2020 00:07,27-12-2020 22:45,23-12-2020 11:20,2,80.25,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
25583,HANAR,2,14-11-2017 14:14,19-12-2017 08:17,17-11-2017 10:22,2,426.25,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
25584,RICSU,5,01-09-2022 22:35,02-09-2022 01:53,02-09-2022 10:19,2,451,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
25585,Val2 ,4,31-05-2019 00:18,01-06-2019 16:42,07-06-2019 17:49,3,360.5,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
25586,ANTON,9,13-11-2014 16:19,26-11-2014 20:54,14-11-2014 05:52,3,243.5,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
25587,BLAUS,4,05-03-2018 04:28,21-03-2018 14:19,07-03-2018 17:20,2,18.5,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
25588,OCEAN,3,05-04-2015 04:43,22-04-2015 18:17,22-04-2015 19:20,3,449.25,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
25589,QUICK,8,10-09-2013 19:25,16-09-2013 13:47,20-09-2013 04:41,3,433.75,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
25590,PICCO,1,16-07-2016 04:44,25-07-2016 21:33,25-07-2016 16:14,1,309.5,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
25591,FRANK,4,17-10-2018 15:34,01-11-2018 09:59,20-10-2018 14:12,1,418,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
25592,VALON,7,23-03-2014 07:08,28-04-2014 10:02,27-03-2014 12:33,2,176,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
25593,FOLIG,2,26-07-2019 17:48,03-08-2019 09:52,01-08-2019 01:31,3,219.75,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
25594,ERNSH,8,11-07-2015 16:09,22-07-2015 10:10,15-07-2015 04:49,3,117.75,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
25595,BSBEV,3,13-05-2017 07:32,21-05-2017 07:39,18-05-2017 04:17,2,500.5,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
25596,VAFFE,4,17-02-2022 20:39,28-03-2022 08:48,23-02-2022 15:24,1,189.25,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
25597,LILAS,9,23-05-2017 08:07,29-05-2017 20:55,24-05-2017 00:43,3,164,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
25598,BLAUS,2,27-07-2021 16:21,29-07-2021 21:06,28-07-2021 15:04,3,467.25,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
25599,ALFKI,2,23-04-2016 03:28,03-05-2016 17:41,05-05-2016 23:22,2,31,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
25600,VALON,4,07-06-2023 01:46,13-06-2023 10:54,07-06-2023 02:19,2,448,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
25601,QUEEN,6,19-12-2015 16:40,27-12-2015 19:27,04-01-2016 23:53,1,380.5,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
25602,BERGS,6,14-08-2023 13:44,02-10-2023 10:39,04-09-2023 20:20,3,442.75,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
25603,LONEP,9,15-05-2022 16:00,18-05-2022 10:57,21-05-2022 08:42,3,119.25,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
25604,RATTC,4,19-12-2016 13:23,27-12-2016 04:30,22-12-2016 08:23,3,367.75,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
25605,MEREP,5,13-05-2021 18:01,21-06-2021 05:50,29-05-2021 04:16,3,270.25,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
25606,FRANK,2,24-11-2015 01:18,09-12-2015 15:03,27-11-2015 04:06,3,483.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
25607,LAZYK,3,29-06-2015 02:06,16-08-2015 00:48,29-06-2015 16:04,3,372.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
25608,CACTU,6,24-09-2018 09:12,26-09-2018 14:42,26-09-2018 12:20,1,224.5,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
25609,LAZYK,7,07-04-2016 00:17,25-04-2016 06:28,14-04-2016 02:19,1,253.75,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
25610,LILAS,4,03-04-2014 17:59,15-04-2014 14:41,03-04-2014 23:03,2,357,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
25611,HUNGC,1,15-10-2014 08:38,01-11-2014 01:13,09-11-2014 07:12,3,402.5,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
25612,BOTTM,8,29-03-2013 00:09,13-04-2013 16:16,17-04-2013 18:45,1,452.25,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
25613,OTTIK,3,07-05-2019 19:33,02-07-2019 02:44,08-05-2019 02:25,3,279,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
25614,CONSH,7,25-06-2017 16:18,04-07-2017 09:16,06-07-2017 17:12,3,214,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
25615,LAZYK,6,18-12-2015 23:55,10-01-2016 14:10,19-12-2015 11:47,3,75.75,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
25616,VINET,4,07-12-2016 05:28,11-12-2016 03:39,09-12-2016 01:25,3,327,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
25617,THECR,9,17-05-2020 22:43,18-06-2020 20:51,19-05-2020 10:34,3,307,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
25618,WELLI,8,22-12-2012 12:52,22-01-2013 05:06,29-12-2012 05:42,2,382.25,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
25619,KOENE,4,23-07-2013 21:31,30-07-2013 04:06,26-07-2013 19:07,3,403.25,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
25620,WILMK,9,20-07-2018 09:33,12-08-2018 00:31,13-08-2018 22:51,2,92,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
25621,THEBI,3,20-04-2021 18:42,28-04-2021 14:13,23-04-2021 11:45,3,81.25,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
25622,LAZYK,1,03-11-2013 22:51,10-12-2013 01:46,15-11-2013 18:41,2,170.5,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
25623,ISLAT,3,16-12-2017 14:43,22-12-2017 23:24,19-12-2017 14:18,2,256,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
25624,ANTON,2,19-02-2020 21:47,11-03-2020 10:40,21-02-2020 08:23,2,277.25,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
25625,Val2 ,6,26-09-2018 10:19,08-10-2018 10:08,03-10-2018 19:53,3,73.75,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
25626,QUICK,4,02-10-2012 22:52,09-10-2012 17:58,29-10-2012 02:45,1,109,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
25627,TRADH,5,03-10-2022 10:21,16-10-2022 05:22,09-10-2022 01:49,3,355.75,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
25628,GOURL,6,22-04-2021 15:02,04-06-2021 11:08,29-04-2021 09:33,1,136.5,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
25629,FISSA,8,16-04-2019 12:50,19-04-2019 17:03,24-04-2019 09:40,3,21.75,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
25630,ROMEY,1,31-03-2023 00:45,26-04-2023 17:41,05-04-2023 15:17,2,28.25,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
25631,NORTS,3,20-11-2015 14:56,14-12-2015 23:12,03-12-2015 16:14,2,495,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
25632,LETSS,2,29-05-2021 05:42,06-06-2021 11:11,12-06-2021 08:49,3,390.5,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
25633,LAMAI,5,10-06-2020 11:44,16-06-2020 10:26,15-06-2020 02:11,2,397.25,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
